id,sentence,label
6955120c-de06-46f3-b146-2c4e8cd14012,Но щастието сега ни се усмихна.,OBJ
dbadc916-6bb7-452c-8192-1460dd0edc7a,"Той не можа да сдържи сълзите си от радостта, която споходила семейството на панихидата по случай 83-годишнината от кончината на българската ясновидка Преподобна Стойна.",OBJ
8bfe44e0-ba1b-4ac9-a2b7-90000cd7061e,"Може би в Economist имат вътрешна информация и знаят неща, за които повечето хора и не подозират.",SUBJ
a8e168f7-768f-42d3-9fb7-337464885b22,"Татко казваше, че е най-важно да дадеш пример, и тези, които те последват, също да дадат пример – това е смисълът на живота ни.",OBJ
1459d0d2-9546-4e56-b0cf-6121479f4af8,"Учението на Учителя Петър Дънов вече е в цял свят – Япония, Австралия, Америка, в северните страни – навсякъде има клонове.",OBJ
9ff887e6-46a9-4670-bf66-d9c5e46ed35c,"Трябвало е да му направят тежка операция след раняване в корема, но не е имало никакви упойки.",OBJ
733d4988-9f3d-44b6-86b1-a5af3c69cbdd,"Особено след заминаването на татко се убедих, че е така, казвам заминаване, защото това не е смърт.",OBJ
35204508-5379-42a2-a1e6-e790d171b93e,"Бъдещето на България и цялата планета е в единението и братството, а не в разединението.",SUBJ
a2199763-efdb-4854-b88a-298a08ab68cc,"Всички видове ядки са изключително полезни както сурови, така и печени.",SUBJ
a787eebe-e182-4739-8b61-f6c6dcb6cca9,Мога да разкажа следната случка.,OBJ
bad4a472-eb2f-48df-ba9b-696fcb4287f3,"Преди години, когато снимахме един филм на Албена и точно след снимките ме нападна една банда цигани, като тогава наистина по чудо се спасих.",OBJ
71d1ebea-93d5-4ae0-b2c9-8f08e9834883,Така ли беше наистина?,SUBJ
a4200c71-f4df-4e7d-87ab-703f9e25bd05,Патриотите също не отстъпиха с искането за вдигане на най-ниските пенсии.,OBJ
31a89818-0b70-4034-906f-4debef3748b2,"България се оказа с двама претенденти за поста, но за сметка на това с драстично по-малко шансове за победа.",SUBJ
16e0eb83-519b-4c0b-ae3a-caa214deaf0e,"""Сутрин когато станехме от сън двора беше ограден от хора, а щом отворехме пътната врата не можехме да се разминем.""",OBJ
31f8cde0-c51f-4974-b918-d6ebc4c2040f,Един ден го извикаха в съвета и като се върна у дома беше много натъжен.,OBJ
be6b3c77-c04c-4821-820e-0e9a4d45238c,"Няма да го бъде, както е било.",SUBJ
ca21e73f-9d8e-4d41-bd52-05d57412d422,"Излез навън и се извини на всички, за това че беше тотален задник с тях и ги огорчи.",SUBJ
3860f262-4e96-43fd-a970-d7d06bf05ca1,"Той се мотивира с това, че в Брюксел управляват чиновници, които живеят в пълна финансова обезпеченост.",OBJ
0960331b-1589-438d-888f-c5b4456674c9,"""Тези хора са много опасни"", казва още икономистът./",OBJ
0f93fa0a-f06a-4a1f-bdf3-903e460beeee,"""Да се събират сектанти – да, но да им се прави храм, това показва една нездрава духовност на новозагорския кмет"", коментира отец Евгени.",OBJ
da850e4c-3364-41dc-9b81-1e778ca48bfd,"През 2016-а тя обиколи света, като скачаше от една екзотична дестинация в друга и се прибираше в България само за по седмица-две, преди да зачезне отново за месеци.",OBJ
d6722954-9463-43a1-b91f-db6271337d7b,"Тя приема всякакви оферти за изява и даже се говори, че е свалила почти два пъти хонорара си, който и без това не беше от високите в ""Пайнер"".",SUBJ
f8023301-c19b-40eb-8d89-f62bbb67fa33,"В продължение на месеци тя не приемаше никакви оферти за участия, от немай къде пусна албум, но без да си прави труда да снима много клипове.",SUBJ
4d39f6bd-9c8b-452e-9bcb-06d8cf4fcb76,"Леля Ванга беше пратеник, който имаше задачата да помага на човечеството, да помага на България.",SUBJ
4751743e-e0b1-4a2d-a6ba-0cacd90e58a3,"""Леля Ванга казваше още, че Япония ще потъне.""",OBJ
5e07537b-feb4-4fdf-b478-8861b9b1d9ba,И французите го знаят.,OBJ
17537ea6-f8f5-4a56-996c-10742bf930b0,"""За последните години може би вече са станали около сто жените, които след поклонение пред иконата са се сдобили с рожба.",OBJ
2f1070db-ce05-4c0c-bfea-2d9b974a5ce6,Това го е казвала пред мен и японците също го знаят.,OBJ
a2b65130-cd5b-4642-a8dc-705f25a2b20c,"Отговорих и, че не ги събирам.",OBJ
e4c06981-8fe4-4efe-891f-76115364e0c9,Но това го е казвал и Нострадамус.,OBJ
7334e628-f9a4-46d4-8578-9c742c4415b9,"1/5 снимки в галерията Помните ли, че бликна вода от свещения кладенец на Голямата базилика в старата българска столица Плиска?",SUBJ
37b9b4d3-f1de-4e4a-81c5-fb67305e2e3e,"Надяваме се, че всеки ще избере праведността и доброто, проправяйки си път към едно красиво бъдеще.",SUBJ
49a024ae-a044-462f-891f-b862b3fdd060,"Той започва да практикува Пътя на Буда-школата като дете, култивирайки ""Истина, Доброта, Търпение (真善忍).",OBJ
07847229-98ca-45f4-a3da-5c5bb06d9e41,"През 1998 г. Европейският парламент признава страничните ефекти от ХААРП и призовава да се изготви ""зелена книга"" за последствията на военните действия върху околната среда.",OBJ
aeff3bfe-47f6-4589-8d5f-b6547fac0f74,Легенди се разказват и за лечителските способности на Влайчо Жечев.,OBJ
8b4860cc-6205-47dd-b149-9799a23dfb02,Затова дядо Влайчо се принудил да си направи приемна на една от бащините си ниви на няколко километра извън селото.,OBJ
20784a27-689f-4b2d-828b-7ffdabaaa63b,А никому неизвестната досега женица се оказа родният извънреден и пълномощен посланик в Белгия и Люксембург.,SUBJ
4f43a3b6-b1a5-4c9d-a980-4613c7b6867f,В сезона на грипа кандидат-президентите и щабовете им хукнаха по срещи с избирателите.,SUBJ
e241c50f-b9db-42bd-847f-a6eb29e36093,"Министерството на околната среда и водите се напъна и роди идеята да напука глоби от 300 до 1000 лева за клошарите, които плячкосват контейнерите за разделно събиране на отпадъци.",SUBJ
a9143e01-4b74-4abf-9fde-62bbe62084c4,"Учителка от пазарджишко училище бе уволнена, защото обиждала децата на ""келеш"" и ""цървул"".",OBJ
76f0b31b-81b7-459b-b9b1-bac2bf6f45a7,Може да вършат работа и при грип.,SUBJ
26aae78f-77b6-4265-8228-349b9ac8b7d6,Това накратко означава звучната дума кабан.,OBJ
31900c31-6877-4f8b-b797-95331a9fae7b,"Той:- Ай, ся... целия Трети райх излъга, че нея ли!",OBJ
5fbebebe-75eb-4528-b39c-b4a0bb0099db,"Минал и го пуснали в отпуск, баща му го подхванал от вратата и го подканил да разправя как е службата.",OBJ
021c456b-f16a-484f-b065-aaaa470e490f,"Той се опита да ме избута от самолета, но аз сграбчих дръжките и отказах да мръдна.",OBJ
88cb1b07-5d31-4995-8bed-2481f7a70735,"Малко след като се роди, астролози пък установиха, че Бойко-младши е астрален близнак на великата пророчица Ванга – роден е на нейната дата (31 януари).",OBJ
b38a3e41-759c-468f-a6c2-20e30da249fe,"Ако продължите да полагате усилия, ще получите по-добри приходи от очакваното.",SUBJ
5a272742-f3e5-42b3-a9a6-c06c82b97734,"Накрая, в четиристишие 50, Нострадамус пише, че ""републиката на големия град"" ще се ангажира в скъпи военни операции, разпоредени от ""тромпета"", което предизвиква страхове от ядрена война.",OBJ
b46f6117-ac2f-4ebb-9374-ea00090a1fe8,"В увода на интригуващия проект за реализирането на това, което ""Билдербергерите"" и глобалистите наричат сега Глобална демократична общественост, Мортън Каплан помества следното наблюдение: ""Една от най-неотложните задачи, които чакат човечеството, е създаването на демократичен световен ред.""",OBJ
b46f6117-ac2f-4ebb-9374-ea00090a1fe8,"В увода на интригуващия проект за реализирането на това, което ""Билдербергерите"" и глобалистите наричат сега Глобална демократична общественост, Мортън Каплан помества следното наблюдение: ""Една от най-неотложните задачи, които чакат човечеството, е създаването на демократичен световен ред.""",OBJ
fb75ef0f-8415-4fb6-a65e-29225995dffe,"Много често ходехме на гости на Иван и Ани, той все - черен хумор, черен хумор...",SUBJ
eb583535-f09e-4d86-97b6-5167a518da68,"А хората вече наскачали, готови!",SUBJ
b9219b00-947e-416c-bd7b-31f287924155,"По-късно Гришата започна да снима в телевизията, да ходи по участия, докато накрая беше един от най-добре платените артисти.",OBJ
6f272511-925c-44b8-b274-f58a03d44309,"Когато Мартина стана на 2 годинки, започнах да следвам.",OBJ
8a35db04-5c33-44ef-84fa-45cbc52c0e24,"И приживе, и сега, той оказа непропорционално на размерите на държавата му влияние върху световната политика.",SUBJ
86816a78-d731-44ed-938a-180eaf189a30,"По всичките му обходни маневри си личи, че той вече не е убеден в успеха на ГЕРБ на предсрочните парламентарни избори.",SUBJ
f7145023-084a-4403-9cf6-dd4c63697baf,"Двугодишната хегемония на ГЕРБ, които като паяжина вкараха всички власти в мощното си партийно туловище приключва.",SUBJ
585169e9-e43c-4eb5-839c-84480a1ed430,2017 година определено ще е трудна за Бойко Борисов.,SUBJ
ac3b84d0-3300-4b1f-96dd-93269301aaa8,"В този текст не се опитахме да прогнозираме нищо за съдбата на десницата, защото производството на десни проекти започна да става досадно и повтаряемо.",SUBJ
b1023194-9594-4ea1-9e75-5e71ae56c5b3,"Румен Радев, много ""специалисти"" бяха убедени, че ГЕРБ ще печели изборите служебно, дори и да вържат онова митологично магаре, за което Бойко Борисов говори още през 2011 година.",SUBJ
f2eb1646-df10-4c8d-aa62-d5eaeb418858,"Някои хора, скъсали с реалността, се опитаха да представят загубата на креслото на ""Дондуков"" 2 като тактически ход, но истерията, която преминава като чума през редиците на ГЕРБ, показва, че такава стратегия никога не е имало.",SUBJ
66555474-e1ae-4334-b062-0e605b572dad,На 1 януари 2016 година това наистина щеше да е върховна форма на лудост.,SUBJ
f756d0e0-79fd-4aab-9094-7eebf8e3ea72,"Независимо от резултата, пред БСП ще излезе голямата тема дали ще поиска да прави коалиция с ГЕРБ или не.",OBJ
758e90e0-9247-4b60-990f-9c240d70efbe,"Защото, ако го бяха направили, този дивашки капитализъм щеше да бъде отречен и отхвърлен.",SUBJ
e52b77e4-9289-40db-854e-2c13ed09a3a9,"ГЕРБ наистина повярваха, че ще спечелят автоматично, а когато това не се случи, партията им изпадна в ""морфичен резонанс"".",SUBJ
185861b5-2131-48ce-a624-9254ea8f611e,"Като, например, изведнъж изцяло да прегърне идеята на Слави Трифонов за 100- процентов мажоритарен избор.",OBJ
90c16ab0-204e-4d89-919c-0f792750824c,"Разказваме всичко това, за да предупредим, че работата с прогнозите в един свят, който се намира в страхотна геополитическа буря, е като разходка в минно поле.",SUBJ
18a154ed-3f08-4fe3-97a4-dea9a7e1847d,"Но все пак, след шокиращата 2016 година имаме достатъчно емпирични данни да набележим тенденциите, които ще определят политическите процеси у нас и ще карат много журналисти да си чупят клавиатурите от яд.",SUBJ
499b0864-4166-4609-a653-03a084eea0f8,"Тези и още много прелюбопитни четива може да прочетете само в новия брой на вестник ""ШОУ"".",SUBJ
58a68ef8-ba44-447e-8162-fb828127a07e,"Изборът на черния цвят от френските богомили е напълно съзвучен както с духа на проповедта им, така и с постоянно повтаряното в изворите богомилско предпочитание към напомнящото смирение, скромност и отричане от света черно монашеско расо.",OBJ
8a1d12ca-9934-4d9f-b329-a1277337b737,"Той я е нарекъл ""Архо-астрономична карта"".",OBJ
2c29d235-89e0-4db0-81af-95fb755dcc3f,Гостите бяха очаровани от посещението си и си обещаха да се върнат пак.,OBJ
fb458006-1c51-4f5e-babb-653064836c31,"Приживе той й предсказа, че ще остане на сцената до 92 година.",OBJ
f781dde4-50e8-452d-8300-03e4f138c1be,"ЕТО НОВИНАТА, КОЯТО РАЗТЪРСИ ИНТЕРНЕТ!!!",SUBJ
f630e1c1-24c9-47e3-8622-0fb6e8b1c0d5,"Д-р Бодуров се свързал с леля Ванга и тя го инструктирала: ""Ще вземеш тревата, която майка ти има във вазата в къщата ви в Малко Търново, песъчинки от морето и пръст от Нефтозавода и ще дойдеш при мен"".",OBJ
af8b8e35-d2c7-4571-8ac3-f486300a6f3d,"Ако човек иска да получи поне частично реалистична представа за действителната ситуация, особено полезни са вътрешнодържавните информационни медии на съответните елити, като например ""Уолстрийт Джърнал"".",SUBJ
459f0dd9-3ef0-4d36-bd52-42775105af73,"На 28 февруари 2013 г. ""Уолстрийт Джърнал"" трезво констатира, че неолибералната програма не може да бъде променена чрез никакви демократични избори независимо от изборните резултати в различните държави.",OBJ
a81373c2-fe3a-4f14-b7c1-69b6671bcc62,"Корабът на човечеството върви по бурния океан между Сцила и Харибда, т.е. между обективните икономически, обществени и екологични проблеми в световен мащаб, и военно-политическите и паразитни амбиции на тесен кръг неадекватни и стари национални елити, които не желаят да се сбогуват със своето отминало могъщество, тъй като в новия свят ще получат само работата на портиера на хотела.",SUBJ
77751ac8-d043-408e-a237-2a405fb2ee8e,"Пие се по 1 малка в.ч., 3 пъти на ден, 30 минути преди хранене.",OBJ
2f91c292-a614-4a77-aa6e-3af78376f9e3,"БГ Следваща статия:4,30 лв. на ден за пилешко, телешко и риба за бежанец.",OBJ
30db38e7-70e9-4dd2-b12f-03d12a4f5152,"Лоша поличба е, ако на имен ден не те почетат и не ти дойдат гости.",SUBJ
b1cb8105-d9b6-4f7d-9814-0386d9e1f26b,"Заедно с благословията получават и китки от бръшлян и чемшир, завързани с червен конец и златна паричка - пожеланието е новото им побратимство да е здраво и дълго като вечността.",OBJ
db1bb99b-67e9-4b11-adfe-a7d9fd37f01e,"Това предсказание е отпечатано в книгата ""Вера Кочовска – Жената рентген"".",OBJ
67c48633-7919-44e1-be82-237fa5eb56f6,"Правилото за трите звезди, които умират една след друга, има няколко потвърждения.",OBJ
af9d8d92-a9fe-4fc7-8ae6-1f14a7fb3d59,"Латоя разказва, че брат ѝ Майкъл Джексън е бил под влиянието на тайна група хора и дори е очаквал скоро да бъде убит.",OBJ
ac69bf32-b875-4f5c-a5f8-721e4b7cd1a5,"Според описанието, което направила петричката пророчица, очевидно става дума за ядрена война, защото щели да загинат много хора.",OBJ
55d6a162-23b3-4b8f-9653-a9743b3be20b,Сбъдват ли се предсказанията за Края на човечеството?,OBJ
5b015819-a07f-4d6b-92c1-62efef1e463f,Французите са притеснени заради честите терористични атентати.,OBJ
fb541dc0-26a4-496b-ba1d-a64d0d2223f0,"Изгони ме, защото не отидох при нея навреме.",OBJ
d7cadc8d-9116-46bc-b59d-0b0723d8fd1f,"Също така веднага забременях и ми беше много трудно да свикна с това безделие – чувствах се изгубена, нямах моите социални контакти и приятели.",OBJ
37ff9449-5c3d-45f6-8f2c-2f82b2f4ce0c,"В психологията има понятие – локус на контрола, относно това дали човек е отговорен за живота си, или винаги търси вината в някой друг, дали семейството, правителството, началника…",OBJ
60590e78-9bfd-499a-af94-591cf910a554,Малко трябва да ограничим егото си и да сме по-загрижени за общото дело.,SUBJ
c862e5a7-98f4-4dbc-acc0-92b7feb03362,"В този период ще има моменти на напрежения и още терористични актове, като нещата тепърва предстои да ескалират.",SUBJ
90022972-4e50-4785-a43f-dec18e51c4fb,"Вярвам в това, но чак да съм твърдо убедена – не.",OBJ
deac888a-726f-444e-a1be-d951b279a97b,"Величието на астрологията е, че нищо не е едно към едно и можем да отработим някое негативно събитие така, че да отговаря на планетната конфигурация.",SUBJ
c593f728-08c9-4239-be51-d1aa0bc40762,"Скоро ме развесели, когато направи коментар за един познат, който е много нерешителен, че сигурно има Луна в Риби и затова е такъв.",SUBJ
9d14d8bd-3b6a-493e-99e4-b24b3a8f1875,"Според нея планетата Хикс се приближава към Земята и затова зачестяват големите земетресения, изригвания на вулкани, бури и свлачища.",OBJ
5c8513b1-e8fa-46c1-97db-5ce694aabb6d,Това прави наблюденията на планетата Хикс много трудни.,OBJ
f3d567e2-5a8d-4060-8fad-3cbb4acd40cc,"Монасите се опитали да я вземат, но когато лодките им се доближавали до нея, тя се отдалечавала.",OBJ
52a157c9-60ed-49c4-b068-5487d8d5c7df,Никейска вдовица спасила иконата и я хвърлила в морето.,OBJ
944afcce-35c1-4483-8948-300cdf4daccb,На другия ден монахът тръгнал по морските вълни като по суша и взел иконата.,SUBJ
da26bded-9158-4d54-8353-1e8fd8bf6ab9,"""От какъвто и ъгъл да погледнеш иконата, ликът на Богородица те следи с поглед"", обясняват от манастира.",OBJ
bba771a1-5510-467b-b204-9ff8f0ea19a8,"При нея инкогнито ходели министри, зам.-министри, политически лидери...",SUBJ
d07877b3-ec45-41ea-8009-06615a56e0fb,Екип на РУ-Ардино е посетил Центъра за спешна помощ.,OBJ
c80ab4e3-7b19-4d76-a8c8-bbee0c6cd65b,Европейските елити аплодираха намерението му да раздели завинаги Европа от Русия.,OBJ
d3e01637-ce74-47c9-9e95-642b80c4119b,"Не е учудващо, че фаворитът за президент на Обама, Хилъри Клинтън, получи безрезервната подкрепа на американските милитаристи.",SUBJ
aa67926a-f107-4303-90ef-b55863699a5e,"Първата й прогноза е, че за Европа и САЩ предстоят ""тежки времена"".",OBJ
7a508657-5e4e-406d-8a80-aa23d7f05819,Още повече че там няма проблем.,SUBJ
55810a60-c7aa-47ad-bafe-3b654287a5b2,"Който преди години, още през 1994-та, извърши брутално посегателство над нея.",SUBJ
c674ca23-9323-4f96-8b3e-e9b045669531,"Въпросът е, че чистият плъх НЯМА ИНТЕРЕС от непознатото.",SUBJ
408becdd-c093-4228-953c-bca3448d8d5d,"Обществените реакции към трета степен несвобода са смесени и противоречиви, но винаги са тежки.",SUBJ
63abe21c-ea61-4e76-bc67-c9411025d15e,"Треньорски гаф или неубедителна игра на терена, но е факт, че номинираната от ГЕРБ за президент парламентарна прима Цецка Цачева не бе припозната от народа като майка на нацията.",SUBJ
62af8c29-dbf7-4e6d-8644-c2ba064ab107,При всичките тези екшъни някак в миманса потъват изпълненията на Румяна Бъчварова с върнатите без съд и омбудсманска санкция душмани на Ердоган.,SUBJ
44b0305d-4061-4d6e-aab2-153116f3a1e8,"Моника Маковей посети България, но не я харесаха много.",SUBJ
c2fa743a-f472-403b-b958-613ff5552395,"Тоя феномен не е напълно обяснен, но се предполага, че става дума за ерготизъм – отравяне с моравото рогче, което се развива в някои зърнени култури и особено в ръжта.",OBJ
13f6a8a1-205b-4ba2-8416-bc43dde2e82e,И тогава Мугабе покани хората с наднормено тегло от цял свят да отидат в Зимбабве и да отслабват като обработват земя безплатно.,OBJ
d692ef0a-8b42-4632-a45f-51f82c445e2f,"От началото на 2017 г. минималната заплата в Румъния става 319 евро, което прави към 625 лева.",OBJ
a80fb17c-d3ab-49d2-a09b-11c92b230f0c,"Върви си тоз млад и готин с разперени ръце и мадамите си мислят, че иска да ги прегръща и му скачат и б-а-а-м…",SUBJ
427c7599-d346-481d-a776-4a1ab27dccac,"Понеже нали, като взеха властта, черните изгониха белите фермери и се появи малко глад.",SUBJ
c9b3040f-6927-4699-b073-13d4bd0c8042,Но при червените е малко нещо патология.,SUBJ
78c4fd37-1fb4-43c1-8209-08d2579599f1,"С тази способност да вижда локалното, малкото бедствие.",SUBJ
e1b0b632-e317-420a-a622-56834bf7b525,"И в никакъв случай ""антифриз"", когато ви предстои дълго пътуване по хлъзгав терен.",OBJ
ffab5e75-069e-4ed6-8988-cf519054a994,"С основание пищи Нинова, че изчезвали милиарди от резерва…",SUBJ
2fcf6ef1-477b-4a11-bf53-7c77642822e7,В тая връзка се сещам за още нещо.,OBJ
72670a06-535b-422b-89c0-f0e0b2c5fd88,Няма да ви загрозят бастунките.,SUBJ
cfe5bf26-620c-4177-b229-6b83886b9596,Ще видим на изборите след три месеца как мислите и дали изобщо мислите.,SUBJ
5ecef1ae-941d-46bb-a8b5-ea8b6f9805ef,"Не е само Бойко, доста хора в това правителство са си сбъркали мястото.",SUBJ
ea65624a-da34-4bc4-8085-edb93d2e30e1,А ако намерите каска е още по-добре.,SUBJ
5697daa3-ab64-4d6d-8001-f4582d4ea1a3,"И може би затова не я ядяха"", спомня си той препоръките, давани от ръководителите на спортистите през времето на развития социализъм.",OBJ
6d4c55af-1f52-4215-8fda-2b879d10c566,"Людмила Живкова, дъщеря на първия в държавата - Тодор Живков, поддържа близки отношения с пророчицата от Петрич Ванга.",OBJ
599817f4-9376-4787-b45c-232326fde0e7,"И снимате с калкулатор?"" - гласи друг от коментарите.",OBJ
d6301c06-cc6c-4a2d-9e2e-d75a00d07c22,Наземните нишани може и да бъдат унищожени всичките.,SUBJ
9a030e62-b474-488d-94d4-49ef14115289,"Информацията, с която разполагаше тази група, оглавявана от Людмила Живкова, беше за места, съхраняващи много големи ценности.",OBJ
4209e276-3e04-4c50-914e-e58cc2572efe,"Явно не е дошъл моментът това нещо, което се намира в планината, да види бял свят.",SUBJ
236b2fda-36c3-4d4f-9bc3-353dc440401f,"Той вярва, че в Странджа се намира гробницата на египетското божество Бастет.",OBJ
9be16efd-bf84-4860-b7a4-ebbd7e6ab815,Тогава системата не приемаше откази.,OBJ
cc6c6de1-4dba-4020-b8b4-877f90056676,Според Кръстю Мутафчиев там може да бъде направено най-голямото археологическо откритие на планетата.,OBJ
0576c77f-5dc7-4343-97a9-6cf6f0e5187e,"По време на мисията много пъти се коментираше, че територията, върху която днес е България, е била центърът на човешката цивилизация.",OBJ
d72cc5ee-272f-411d-8be1-53ebe7e2b9ca,"В американските и британските медии това бе наречено ""мътна трагедия"", резултат на сблъсъци между ""националисти"" (неонацисти) и ""сепаратисти"" (хора, които събират подписи за референдум за федерална Украйна).",OBJ
efe3e068-c988-45ac-a42e-22c7dcfa4ddd,ФБР не успя да намери нито един масов гроб и се прибра у дома.,OBJ
07a0032a-7c7b-43e3-987c-4bb19b1cebab,"Непредвиденият резултат от операцията и нейните ""стимулирани мюсюлмани"" е 11 септември 2001 година.",SUBJ
91a4579b-1a3e-484b-84a0-d8f0d3911a3b,Наказанието дойде съвсем скоро.,OBJ
44353cf8-4346-4718-ba97-8742b7f20fb0,"В интерес на истината, по данни на ООН през 2014 г. в Афганистан са загинали най-много цивилни в сравнение с всяка друга година.",OBJ
5bcf008d-7807-4f5e-8e64-8d4f828c34c6,"Югославия беше независима мултиетническа федерация, която стоеше като политически и икономически мост между Изтока и Запада по време на Студената война.",OBJ
8706d6dc-3712-4479-bf24-c640257cda31,"Народната демократична партия на Афганистан (НДПА) създава правителство и обявява своята реформаторска програма, която включва ликвидирането на феодализма, свободното изповядване на всички религии, равни права за жените и социална справедливост за етническите малцинства.",OBJ
4b07f138-f3c3-4ee0-9010-872eff67b9a0,"Нейните привърженици са деца на съвременния фашизъм, откърмени с бомби, с кървави бани и с лъжите на сюрреалистичния театър, наречен новини.",SUBJ
ddf63114-a472-4f3a-ab99-fa3808ba8aad,Той решава кой ще живее и кой ще умре.,SUBJ
159b8f67-d187-4f71-aa31-aa0aea215bed,"С находчивост, търпение, постоянство, на принципа на източните бойни изкуства, и без всякакъв морал, Те проведоха своята световна революция.",SUBJ
ec61736c-9aa2-4678-b2da-95cbf50b0b38,"[9] Ще дадат пример как да постъпват и другите, за да олекне на планетата…",SUBJ
381da58c-e777-4711-9f22-33291a70d1f1,"Той заявил: ""Обявявам за шуробаджанашки капитализъм,[15] когато взимате пари от успешни малки предприятия, харчите ги във Вашингтон за ваши предпочитани отрасли или любими индивиди, подбирайки печелещите и губещите в икономиката.",OBJ
698b7610-5b7c-4b6c-875b-97bc53c3f679,"Виждате какво става по пътищата, изнасилвания, убийства.",SUBJ
de05d152-6505-4890-8357-644e68c412f2,Но ние сами се убиваме един друг.,SUBJ
8978b5ff-2a1b-4d90-9508-891539a7fac2,Със стотици милиарди и трилиони долари военен бюджет.,OBJ
57211621-11c3-454f-a968-7f488a0dcfcd,"""Нарекоха Александров и ""педофил"".",OBJ
b678f74b-3981-4ad9-93b3-4c549605a02c,"Учителите, за които цяла България разбра, са Силвия Зубева и Асен Александров.",OBJ
fa1da662-3a99-4a37-a760-9543c0f47a10,"Дали семейство Рокфелер ще ръководи изпомпването на шистов нефт и газ в САЩ, а Голдман и сватовете им от Сакс ще контролират тамошния военно-промишлен комплекс, е все едно.",SUBJ
00e98703-1e2b-4777-bedb-e05f3b4d85fb,"Но какви други хронични болести са да речем, влошавани или дори причинявани от продължителна употреба на мляко?",SUBJ
5c2190d1-b27f-46c9-aebd-b7706ecb7ec8,"Робърт Коен: Три малки момиченца с имена Дженифър, Сара и Лизи – дъщерите ми.",OBJ
bb2d1423-14f1-41eb-8df5-007a6271ebe5,"Ако видите думата ""казеин"" в какъвто и да е вид или форма, като казеинът например – това е мляко от крави – не го яжте.",SUBJ
7a772b8e-768a-460b-a6c9-d55e952e5b86,"Вие, дори като пораснали хора, не желаете хормони от човешко мляко.",SUBJ
35dfd890-b8e1-47b2-adb4-af7e42ab6dbf,"Имаме хиляди изследвания, които показват, че млякото е нещо, което просто не трябва да употребяваме.",SUBJ
5e1b3b30-e1b0-4d4f-bb37-c6629962e6af,"Той е едно лепило, използвано, за да крепи дървото във вашите мебели.",OBJ
c6e4af0b-8a9c-4993-b974-188f14b05e85,"Всъщност, вие не бихте ги изкушили дори и със студена чаша човешко мляко.",SUBJ
66e9c0f0-8da8-4721-b305-e83fd3e3ba26,"И те го правят и получават драстични резултати, особено при разстройство с дефицит на вниманието, аутизъм – наблюдаваме такива резки промени у деца, които изцяло спрат да приемат млечни произведения.",OBJ
d19320c0-bbbd-4586-8264-776be6c50867,"П е за пъпки и ние знаем, че тези крави всъщност се доят преди да родят и това мляко е различно – това е мляко, нареждащо на млечните тъкани да растат.",SUBJ
470a1a82-d6be-4a05-90dd-a0020cbe5bd7,"Робърт Коен: През първите 7 дни слузта и храчките – ще загубите 2.7-3.8 литра, които задръстват бъбреците, далака и панкреаса – всички ваши вътрешни органи.",OBJ
3973a9ad-6da9-47b5-920f-436611d30bcc,"Книгата е написана от Уилкокс и Сузуки и се казва ""Планът Окинава"" и ще прочетете,че тези хора приемат 1/20 от количеството калций, което ние приемаме, но въпреки това те не получават чупения на костите.",OBJ
b79b34fe-7674-407b-99a7-116a1925236b,"Тинейджърските пъпки се подобряват в секундата, в която спрем да консумираме мляко.",SUBJ
f0387d7e-facb-44ae-970f-f4dd612a0aab,"Робърт Коен: Вие концентрирате хормоните, концентрирате диоксините, концентрирате наситените мазнини, за които знаем, че са вредни за вас разбира се.",OBJ
1130d5a5-d865-4976-8e66-53255d4846ef,"Един ден просто ми дойде изведнъж – след като бях правел изследвания в продължение на седмици, месеци и над една година – млякото е проблемът, глупчо!",OBJ
07ed3f1a-f276-4f2f-98b4-295077d76e75,"Припомняме, че Международния съд в Хага постанови, че Китай няма » историческо право» на островите в Южно-китайско море и фактически нарушава правата на Филипините.",OBJ
67a14bb2-c894-48cb-b550-26b7625e9324,"Не е важно кога, неизвестно кой ще я започне, но тя обезателно ще се случи, затова трябва да се има готовност към нея.",SUBJ
60a772db-7fa5-41e6-a06d-82330b97d2c7,"Севрюкова казва следното: ""Преди да дойде жената, държавата ще се срине.",OBJ
22defada-cb8b-4f4f-89bf-589aa9c8092e,Начинът е да се подтисне креативността с превръщането на хората в биороботи.,SUBJ
fd709ed2-8c81-4130-b2a3-857083eb4821,"През октомври 1994г. учените от ,,Air Force"" успели да предават фрази с пределна разбираемост в главите на хората.",OBJ
f7d7b790-52ad-4ada-9a57-b848f2dd9eb7,"Вместо деветте степени, основани от ложата в Кайро, тяхното общество било разделено само на три степени - ,,непросветени"", ,,кандидати"" и ,,мъдреци"", - на които техните доктрини били разкривани последователно при най-строга тайнственост, за да бъдат наясно какви знаци и пароли се използват - също като при свободните зидари.",OBJ
d2f2c17e-ccac-40ac-ad16-fb5b002f0164,"Нито твърдя, че Ротшилд са искали да откраднат петеа.",OBJ
ee182fe5-c2d8-42f7-920c-4e0c2fbcc6f2,Най-вероятно Ротшилд са спонсорирали издигането на тези фамилии по същия начин както и това на Ходорковски.,SUBJ
72eed2c1-06ae-4882-a687-15bff88be536,"Уилям Енгдал (William Engdahl) пише за това в статията си ""Тайната финансова мрежа зад ""вълшебника"" Сорос (The Secret Financial Network Behind ""Wizard"" George Soros)"".",OBJ
